id_estudiante,nombre,genero,grado,asistencia,nota_matematicas,nota_ciencias,nivel_socioeconomico,actividad_extracurricular,tiene_beca
EST-3921,Cayetana Pereira Alcolea,F,9.0,92.3,2.4,4.6,Medio-Bajo,Ninguna,0
EST-3922,Amador Herranz Pavón,M,6.0,87.9,2.7,3.0,Medio-Bajo,Deportes,1
EST-3923,Adán del Berrocal,F,9.0,98.6,1.6,3.7,Medio-Bajo,Robótica,0
EST-3924,Gabriela Ortuño Tirado,M,10.0,100.0,3.7,4.2,Bajo-Bajo,Música,1
EST-3925,Teófila Soriano,O,6.0,89.4,5.0,5.0,Bajo,Ninguna,0
EST-3926,Balduino Maestre Alfaro,M,9.0,99.1,4.3,5.0,Medio-Bajo,Ninguna,0
EST-3927,Edmundo Cayetano Cal Alvarez,F,9.0,100.0,3.0,3.6,Medio,Ninguna,1
EST-3928,Berta Micaela Benito Hervás,F,6.0,95.0,5.0,3.1,Bajo,Ninguna,0
EST-3929,Luís Castejón,F,6.0,90.9,5.0,3.1,Medio-Bajo,Robótica,1
EST-3930,Íngrid Batalla-Alcázar,M,11.0,95.6,4.1,4.5,Medio-Bajo,Música,0
EST-3931,Marianela Rivas Cámara,F,8.0,92.2,5.0,5.0,Medio-Bajo,Ninguna,0
EST-3932,Francisco Jose Rubio Criado,M,7.0,91.9,5.0,4.5,Medio-Bajo,Ninguna,0
EST-3933,Leonardo de Martí,F,6.0,97.2,4.8,,Bajo-Bajo,Robótica,0
EST-3934,Rosalva Larrea Lucas,M,9.0,87.0,2.9,3.2,Medio-Bajo,Deportes,1
EST-3935,Nidia Ferrer Flores,M,9.0,87.8,4.7,3.3,Medio-Bajo,Música,1
EST-3936,Wilfredo Baró Yáñez,F,9.0,95.1,4.7,3.2,Medio-Bajo,Ninguna,1
EST-3937,Lope Ríos Rosado,M,6.0,94.9,5.0,3.8,Medio-Bajo,Deportes,1
EST-3938,Amparo Corral,M,11.0,96.7,3.2,4.6,Bajo,Arte,0
EST-3939,Emelina Vilar Garay,M,8.0,100.0,4.2,4.9,Medio-Alto,Robótica,0
EST-3940,María Teresa Mariño Vicente,M,7.0,95.5,3.0,5.0,Medio-Bajo,Música,0
EST-3941,Renato Sierra Agustín,F,8.0,98.0,1.5,4.7,Medio-Bajo,Robótica,0
EST-3942,Carolina Arregui Fabra,F,8.0,90.1,5.0,2.2,Medio,Arte,0
EST-3943,Nicolasa Torre Boada,M,11.0,98.8,2.2,3.1,Medio,Música,0
EST-3944,Manuel Rogelio Crespo Ibarra,M,11.0,92.4,4.1,4.0,Medio-Bajo,Arte,0
EST-3945,Clímaco Pablo,M,7.0,95.4,4.4,4.1,,,0
EST-3946,Rosario Carlos Peiró,M,11.0,94.5,4.4,5.0,Bajo,Robótica,0
EST-3947,Camila Riera Gascón,F,10.0,100.0,3.7,4.2,Bajo,Deportes,0
EST-3948,Raimundo Berrocal Uría,F,11.0,88.5,4.2,4.0,Bajo,Deportes,1
EST-3949,Martin Gordillo Mariscal,M,7.0,83.6,4.1,4.1,Bajo,Deportes,0
EST-3950,Arturo Vilanova Farré,M,9.0,93.9,4.9,3.9,Medio-Bajo,Deportes,0
EST-3951,Isidoro Pina Lucena,M,7.0,97.3,5.0,4.3,Bajo,Deportes,1
EST-3952,Alba Morillo Gargallo,F,,95.8,4.3,5.0,Medio,Música,0
EST-3953,Constanza Luján Tello,O,6.0,100.0,4.1,4.1,Medio-Bajo,Robótica,0
EST-3954,Bartolomé de Alemany,M,9.0,97.2,3.3,4.2,Bajo,Robótica,1
EST-3955,Mateo Sanmiguel Piñol,M,7.0,92.2,4.5,4.2,Bajo,Robótica,0
EST-3956,Piedad Jara Benet,F,7.0,83.4,4.3,5.0,Bajo-Bajo,Música,0
EST-3957,Isaac Requena Bernat,F,9.0,93.8,3.8,3.1,Medio,Robótica,0
EST-3958,Bernarda Solís Peñalver,M,11.0,100.0,4.7,5.0,Bajo,Ninguna,0
EST-3959,Bautista Torralba Lobato,M,9.0,93.0,3.6,2.8,Medio-Bajo,Ninguna,0
EST-3960,Lalo Almagro Marti,M,11.0,95.1,4.8,3.5,Medio-Bajo,Arte,0
EST-3961,Cristian Lerma Ferrán,F,7.0,97.1,5.0,,Medio-Bajo,Ninguna,1
EST-3962,Aarón Hernandez,M,8.0,89.9,4.6,4.7,Bajo,Ninguna,0
EST-3963,Humberto Linares Tejedor,M,8.0,98.1,4.1,2.8,Bajo-Bajo,Robótica,0
EST-3964,Aurelio Peñalver-Zabaleta,F,6.0,100.0,2.8,2.9,Bajo,Ninguna,0
EST-3965,Clarisa Guardiola-Ramos,M,9.0,94.1,3.7,4.5,Bajo,Robótica,1
EST-3966,Pancho Tur Perelló,F,9.0,89.4,4.2,5.0,Medio-Bajo,Ninguna,0
EST-3967,Adoración Sevillano Álvarez,M,9.0,94.7,5.0,5.0,Bajo,Ninguna,0
EST-3968,Ofelia Pujol Pineda,M,10.0,83.9,3.1,3.7,Bajo-Bajo,Deportes,0
EST-3969,Felicia Giner Sosa,F,9.0,96.7,4.5,1.8,Bajo-Bajo,Deportes,0
EST-3970,Norberto Bustamante Zaragoza,M,6.0,97.3,3.3,,Medio-Bajo,Ninguna,0
EST-3971,Emigdio Iglesias Moll,O,6.0,100.0,2.8,4.6,Bajo,Música,0
EST-3972,Danilo Moreno Esteve,F,9.0,94.0,3.2,3.8,Bajo-Bajo,Música,0
EST-3973,Edelmiro Rebollo,M,7.0,97.0,1.5,3.3,Medio-Bajo,Deportes,0
EST-3974,Eligia del Llabrés,,6.0,90.7,5.0,4.4,Bajo,Robótica,0
EST-3975,Julio Ríos Canals,M,8.0,93.2,1.5,3.1,Bajo,,0
EST-3976,Román Aguilera Canals,F,9.0,87.4,3.2,5.0,Bajo,Música,0
EST-3977,Cristian Toro Lluch,M,7.0,94.0,2.6,5.0,Medio,Robótica,0
EST-3978,Amor Bustamante-Cerezo,F,10.0,93.5,3.3,4.7,Bajo,Ninguna,1
EST-3979,Catalina Pedro Elorza,M,,96.5,5.0,4.3,Bajo,Robótica,0
EST-3980,Jose Francisco Báez,M,7.0,91.9,,3.5,Medio,Deportes,1
EST-3981,Verónica Araujo Fuster,F,10.0,95.4,2.8,4.2,Bajo,Robótica,0
EST-3982,Aroa Aragón-Folch,F,9.0,93.3,3.3,5.0,Medio-Bajo,Ninguna,0
EST-3983,Adriana Ojeda Navarrete,M,9.0,93.3,3.5,5.0,Bajo,Deportes,1
EST-3984,Berto Javier Tenorio Rocha,M,9.0,95.4,3.9,4.4,Bajo-Bajo,Deportes,0
EST-3985,Marta Valera Amores,F,6.0,95.2,4.2,5.0,Medio-Bajo,Robótica,0
EST-3986,Sandra Iriarte,F,10.0,98.8,5.0,4.7,Medio,Robótica,0
EST-3987,Joaquina Duque,M,8.0,94.4,1.7,,Bajo,Música,0
EST-3988,Gabino José Luis Montenegro Maza,M,11.0,93.3,4.4,5.0,Medio-Bajo,Ninguna,1
EST-3989,Brígida Anaya-Miralles,M,10.0,94.1,3.6,4.7,Medio-Bajo,Música,0
EST-3990,Enrique del Sans,F,9.0,91.4,5.0,5.0,Bajo,Deportes,1
EST-3991,Paula Valenciano-Hernandez,M,7.0,93.2,4.8,4.4,Medio-Bajo,Robótica,1
EST-3992,Fermín Pino Macías,M,7.0,100.0,4.7,3.7,Bajo,Ninguna,0
EST-3993,Cleto Mendizábal Botella,F,7.0,90.4,4.4,3.5,,,0
EST-3994,Florinda Morante Carbajo,M,8.0,93.6,2.9,3.5,Bajo,Música,0
EST-3995,Susana Benavent Bernat,F,7.0,93.1,5.0,2.4,Medio-Bajo,Ninguna,0
EST-3996,Germán Jara Tejero,M,8.0,93.8,5.0,,Bajo,Robótica,0
EST-3997,Dionisio Javier Cerro Aparicio,M,6.0,93.3,5.0,3.3,Medio-Bajo,Robótica,0
EST-3998,Aura del Asenjo,M,11.0,96.4,5.0,3.5,Bajo,Ninguna,0
EST-3999,Francisca Morena Noriega Montserrat,F,6.0,86.4,4.0,5.0,Bajo,Música,0
EST-4000,Jose Antonio Soto Ribera,M,11.0,100.0,5.0,4.0,Medio-Bajo,Robótica,0
EST-4001,Marisa Fonseca Peral,F,11.0,98.2,4.5,4.4,Medio-Bajo,Música,0
EST-4002,Horacio Elorza Parra,F,9.0,88.8,3.2,4.0,Bajo,Ninguna,0
EST-4003,Edu Bou Sotelo,F,,83.7,3.9,5.0,Bajo,Ninguna,1
EST-4004,Carlota Solé Vallejo,M,8.0,90.1,4.4,3.6,Medio,Deportes,1
EST-4005,Nacio Verdugo Baró,M,9.0,93.8,3.4,4.0,Bajo-Bajo,Deportes,0
EST-4006,Tamara Fabiola Rosselló Soler,M,7.0,100.0,5.0,4.1,Medio-Bajo,Deportes,1
EST-4007,Jose Luis del Bernal,M,7.0,97.7,4.4,5.0,Medio-Bajo,Ninguna,0
EST-4008,Nydia Fuster-Chaparro,M,9.0,86.0,4.0,5.0,Medio-Bajo,Ninguna,1
EST-4009,Evaristo Méndez Salgado,F,8.0,91.6,4.5,,Medio,Música,0
EST-4010,Artemio del Amo,M,9.0,94.7,5.0,5.0,Medio-Bajo,Deportes,0
EST-4011,Carmelita Mendez Baeza,M,7.0,96.3,2.6,4.4,Bajo,Deportes,0
EST-4012,Mónica de Acedo,M,8.0,88.4,2.5,3.7,Bajo,Deportes,0
EST-4013,Claudia Millán-Sanchez,F,6.0,94.3,2.7,5.0,Bajo,Ninguna,1
EST-4014,Renata Rosenda Olmo Abella,M,6.0,91.4,3.7,4.7,Bajo-Bajo,Deportes,0
EST-4015,Lidia Cases Cobos,F,7.0,89.5,3.8,3.2,Medio,Deportes,0
EST-4016,María Manuela del Daza,M,6.0,96.3,3.4,5.0,Bajo-Bajo,Ninguna,0
EST-4017,Julio Sabas Baños Salom,F,6.0,98.9,3.4,4.0,Medio-Bajo,Robótica,0
EST-4018,Reyes Tormo Falcó,F,10.0,99.2,4.2,3.9,Medio-Bajo,Música,0
EST-4019,Asunción Blanch Sevillano,M,6.0,97.9,3.8,4.9,Medio-Bajo,,1
EST-4020,Lino Sabas Manzanares Fernández,M,9.0,92.5,4.4,4.1,Medio-Bajo,Música,0
EST-4021,Calixta Quintanilla,M,7.0,98.6,5.0,4.6,Medio-Bajo,Deportes,0
EST-4022,Nico Sedano Andrés,M,11.0,96.5,5.0,4.9,Bajo,Deportes,1
EST-4023,Pío Moya Balaguer,F,8.0,95.7,,3.4,Medio-Bajo,Arte,0
EST-4024,Marisol Marquez Viñas,F,7.0,91.9,5.0,4.6,Bajo,Robótica,0
EST-4025,Leonor Badía Cortes,F,8.0,92.5,4.3,5.0,Medio,Robótica,0
EST-4026,Gloria Barrera Saez,F,8.0,95.4,3.8,3.2,Bajo-Bajo,Música,0
EST-4027,Socorro Corbacho,M,9.0,100.0,3.1,,Bajo,Robótica,0
EST-4028,Vilma Rivas Pozuelo,M,6.0,96.5,3.5,3.2,Bajo,Ninguna,0
EST-4029,Tatiana Valera Salcedo,F,11.0,91.9,3.4,5.0,Medio-Bajo,Deportes,0
EST-4030,Elías Gastón Valencia Benítez,M,8.0,90.8,5.0,5.0,Medio-Bajo,Ninguna,1
EST-4031,Benita Cantero Andrés,F,7.0,92.5,4.4,3.6,Bajo,Ninguna,0
EST-4032,Roberta Lasa Reina,M,10.0,100.0,5.0,5.0,Bajo-Bajo,,1
EST-4033,Socorro Priego Pellicer,M,8.0,93.0,2.6,5.0,Bajo,Arte,0
EST-4034,Quique Bello Leal,O,10.0,99.5,5.0,4.7,Bajo,Ninguna,0
EST-4035,Gala Vicente Jáuregui,M,8.0,93.1,3.5,4.9,Medio-Bajo,Robótica,0
EST-4036,Ester Alcaraz Ripoll,O,10.0,96.3,2.7,5.0,Bajo,Arte,0
EST-4037,Joel Asenjo Carrasco,O,6.0,99.0,3.5,3.2,Medio-Bajo,Robótica,0
EST-4038,Maura Méndez Olmedo,F,11.0,92.1,5.0,4.2,Bajo,Ninguna,0
EST-4039,Miguel Ángel Milla-Medina,F,10.0,91.8,3.9,4.6,Medio,,1
EST-4040,Noelia Vilaplana Guardia,F,7.0,100.0,3.6,3.6,Bajo,Ninguna,0
EST-4041,Isabela Escamilla Ortega,F,6.0,99.9,3.8,4.5,Medio-Bajo,Ninguna,0
EST-4042,Mariano Navarro-Godoy,M,7.0,99.0,3.8,5.0,Medio-Bajo,Deportes,0
EST-4043,Teófila Recio Saez,M,11.0,98.9,3.5,3.6,Bajo,Ninguna,1
EST-4044,Albino Morera-Céspedes,F,7.0,97.3,4.2,4.1,Bajo,,0
EST-4045,Zacarías Vera,M,8.0,100.0,5.0,3.4,Bajo,Música,0
EST-4046,Cayetana Carbó Borrell,M,6.0,95.2,4.8,2.2,Bajo-Bajo,,1
EST-4047,Xiomara Corbacho Valbuena,M,8.0,97.9,3.1,5.0,Bajo,Música,1
EST-4048,Alexandra Mariscal Acuña,F,9.0,87.7,3.1,3.7,Bajo,Ninguna,0
EST-4049,Silvestre Bilbao Amores,F,11.0,90.9,3.3,4.2,Bajo-Bajo,Robótica,0
EST-4050,Jose Carlos Dominguez,M,8.0,89.0,3.6,2.9,Bajo,Música,0
EST-4051,Urbano Carrera Barros,F,10.0,100.0,5.0,3.8,Bajo,Ninguna,1
EST-4052,Antonio Domingo Falcó,F,9.0,82.2,3.3,5.0,Bajo-Bajo,Música,0
EST-4053,Galo Perea-Mora,F,6.0,93.0,3.9,4.0,Bajo-Bajo,Ninguna,0
EST-4054,Amaro del Roda,F,7.0,80.0,5.0,3.9,Medio-Bajo,Robótica,0
EST-4055,Luisina Corona Gutiérrez Catalá,F,9.0,90.8,5.0,4.4,Medio-Bajo,Deportes,0
EST-4056,Vicenta Rosales-Crespi,M,11.0,92.5,4.7,3.0,Medio,Robótica,0
EST-4057,Norberto Carrión Marco,F,11.0,100.0,5.0,4.8,,Deportes,0
EST-4058,Che de Grande,M,7.0,97.0,4.6,2.9,Bajo-Bajo,Música,0
EST-4059,Sarita Salom Manuel,F,,90.8,2.0,3.3,Bajo-Bajo,Arte,1
EST-4060,Rosalinda Ferrández,O,7.0,100.0,5.0,3.0,Bajo,Ninguna,1
EST-4061,Nerea Lerma Armas,M,11.0,95.1,2.5,4.0,Medio-Bajo,Arte,1
EST-4062,Urbano Abella Jiménez,M,11.0,95.2,4.9,3.8,Bajo,Música,1
EST-4063,Ángela Menéndez Melero,F,10.0,89.0,1.4,3.9,Medio-Bajo,Deportes,0
EST-4064,Yolanda Arenas Pablo,M,8.0,90.0,2.9,3.0,Medio-Bajo,Arte,0
EST-4065,Nereida Hervia Colom,F,8.0,90.9,3.6,5.0,Medio-Alto,Música,0
EST-4066,Melania Gelabert Quirós,M,8.0,95.2,3.1,5.0,Bajo-Bajo,Deportes,0
EST-4067,Adrián Espejo-Serrano,M,7.0,95.4,3.6,4.0,Bajo-Bajo,Música,0
EST-4068,Régulo Escribano Echeverría,O,8.0,100.0,5.0,3.7,Bajo,Música,0
EST-4069,Che de Vargas,F,6.0,96.9,3.5,3.6,Bajo-Bajo,,1
EST-4070,Amílcar Beltran Guerrero,F,6.0,81.5,4.2,3.4,Medio,Ninguna,0
EST-4071,Lino Mauricio Solano Falcó,M,11.0,96.3,2.8,2.8,Bajo,Música,0
EST-4072,Jeremías Alarcón Aznar,F,10.0,87.7,3.3,2.9,Medio-Bajo,Arte,0
EST-4073,Encarnación de Pedraza,F,8.0,90.2,4.8,5.0,Bajo,Deportes,1
EST-4074,Sara Rosa María Burgos Alegre,F,8.0,90.9,3.2,4.5,Bajo,Deportes,1
EST-4075,Lorenza Escrivá Girón,F,8.0,91.7,2.4,5.0,Bajo-Bajo,Música,0
EST-4076,Cleto Piñol Montesinos,F,10.0,88.1,4.1,3.6,Bajo,,0
EST-4077,Malena Alemany Blanch,M,10.0,96.0,5.0,,Medio-Bajo,Ninguna,0
EST-4078,Sandalio Gutierrez Maldonado,M,10.0,87.9,3.8,3.3,Medio,,1
EST-4079,Olalla Moreno Marco,F,10.0,96.8,3.5,3.7,Medio-Bajo,Ninguna,0
EST-4080,Hernando del Cadenas,M,7.0,100.0,4.6,3.5,Bajo,Música,1
EST-4081,Alejandro Guardia Álamo,F,7.0,88.4,3.6,4.2,Bajo-Bajo,Deportes,0
EST-4082,Pepita del Quintanilla,M,8.0,93.6,4.3,4.0,Medio-Bajo,Ninguna,0
EST-4083,Lorena Quevedo,F,7.0,82.4,1.0,3.2,Bajo-Bajo,Ninguna,0
EST-4084,Candelas Maribel Herrero Amo,F,10.0,93.5,3.1,,Medio,,1
EST-4085,Gervasio Chico,M,7.0,98.2,3.4,5.0,Medio-Bajo,,1
EST-4086,Ana Sofía de Goicoechea,M,6.0,98.6,4.6,5.0,Bajo-Bajo,Robótica,1
EST-4087,Leonor Sanabria Cuevas,M,8.0,95.4,4.2,4.6,Bajo,Ninguna,0
EST-4088,Remigio Juanito Tudela Farré,F,11.0,99.4,4.8,5.0,Medio-Alto,Robótica,0
EST-4089,Juan Corral Sastre,F,7.0,100.0,4.7,5.0,Bajo,Arte,1
EST-4090,Juanito Raya Nogueira,M,9.0,100.0,2.4,5.0,Bajo,Robótica,0
EST-4091,Tecla Valderrama Sotelo,F,8.0,92.4,5.0,3.6,Bajo-Bajo,Deportes,1
EST-4092,Mateo Mosquera,M,6.0,87.7,5.0,4.3,Medio-Bajo,Música,0
EST-4093,Paloma Salcedo Alberto,M,8.0,93.0,2.9,4.8,Bajo-Bajo,Robótica,1
EST-4094,Toribio Ferrán-Vázquez,F,10.0,90.3,4.8,3.2,Medio-Bajo,Deportes,1
EST-4095,Abril Castejón-Roselló,M,8.0,97.3,3.3,3.9,Medio,Música,0
EST-4096,Elías Tejera Amat,M,11.0,89.1,3.7,4.8,Medio,Ninguna,0
EST-4097,Bibiana Olimpia Bejarano Olivares,M,7.0,94.6,5.0,2.2,Bajo-Bajo,Ninguna,0
EST-4098,Gonzalo Verdejo Marti,M,6.0,99.2,5.0,2.9,Medio-Bajo,Deportes,0
EST-4099,Aurelio Fabra Aller,M,11.0,94.5,4.9,4.0,Bajo-Bajo,Robótica,0
EST-4100,Rafaela Crespo Villena,M,8.0,90.3,4.4,4.6,Medio-Bajo,Robótica,0
EST-4101,Consuelo Batlle,F,9.0,100.0,3.6,2.6,Medio-Bajo,Ninguna,0
EST-4102,Gertrudis Mateo Garay,M,10.0,85.6,3.7,3.6,Medio-Bajo,Ninguna,0
EST-4103,León Morera-Cano,F,7.0,93.4,5.0,5.0,Medio-Bajo,Deportes,1
EST-4104,Concepción Mateos Lorenzo,M,10.0,94.8,3.9,,Medio-Bajo,Deportes,0
EST-4105,Encarnacion Catalán,M,6.0,95.1,3.3,5.0,Bajo,Música,1
EST-4106,Marcelo Falcó Barros,F,7.0,95.9,2.1,3.4,Medio-Bajo,Ninguna,0
EST-4107,Pedro Belmonte Roca,O,6.0,98.1,5.0,3.4,Bajo-Bajo,Arte,1
EST-4108,Hilario Falcón Bejarano,M,10.0,94.8,4.3,5.0,Bajo,Música,0
EST-4109,Marcia Jaén-Lucas,F,7.0,93.2,3.2,4.6,Bajo,Deportes,0
EST-4110,Calixta Navarrete Perales,F,10.0,93.0,5.0,2.8,Medio,Ninguna,0
EST-4111,Mariano Carrión Iglesias,F,11.0,91.9,3.9,,Bajo,Robótica,1
EST-4112,Reynaldo Mauricio Solís Barco,F,9.0,98.9,3.8,5.0,Medio-Bajo,Deportes,0
EST-4113,Lola Segura,M,9.0,91.8,,3.3,Medio-Bajo,,0
EST-4114,Luz Mármol,M,8.0,99.2,4.0,5.0,Medio-Bajo,Deportes,1
EST-4115,Carmela Gallart Blázquez,F,7.0,95.1,4.3,3.7,Medio-Bajo,Música,0
EST-4116,Jorge Laguna Andrés,M,8.0,92.4,5.0,4.0,Bajo,Ninguna,0
EST-4117,Ainara Bayón Guzman,F,9.0,98.1,2.6,4.5,Medio-Bajo,Deportes,0
EST-4118,Pedro Grau Pazos,M,11.0,91.4,4.6,1.9,Medio-Bajo,Ninguna,0
EST-4119,Vilma Amores Checa,M,11.0,98.2,4.2,2.7,Medio-Bajo,Deportes,0
EST-4120,Luisa Marin Jaén,F,11.0,96.1,4.2,4.3,Bajo-Bajo,Arte,0
EST-4121,Amaya Luque,M,11.0,92.0,5.0,3.5,Bajo,,0
EST-4122,Luisina Miriam Castejón Izaguirre,F,8.0,97.6,4.1,5.0,Medio,Deportes,0
EST-4123,Gervasio Correa Ferrer,F,9.0,97.7,4.6,,Bajo,Música,0
EST-4124,Maura de Casado,F,11.0,100.0,5.0,4.8,Bajo,Música,1
EST-4125,Guadalupe Iglesias,F,8.0,99.8,3.8,2.8,Bajo-Bajo,Deportes,1
EST-4126,Carmela Menéndez Tomé,F,11.0,97.5,4.4,3.6,Bajo-Bajo,Ninguna,0
EST-4127,Sergio Barranco Pedrero,F,8.0,89.4,3.6,2.6,Bajo,Ninguna,1
EST-4128,Miguel Ángel Ruperto Juan Busquets,F,9.0,100.0,4.2,5.0,Medio-Bajo,Música,1
EST-4129,Sara del Vigil,M,10.0,88.0,3.1,2.4,Medio,Ninguna,0
EST-4130,Juan Palau Yuste,M,11.0,99.7,5.0,4.1,Bajo,Arte,1
EST-4131,Mario Pelayo Leon,M,7.0,97.2,4.1,2.5,Bajo,Robótica,0
EST-4132,Yéssica Bilbao,M,10.0,89.1,4.4,5.0,Medio-Bajo,Ninguna,1
EST-4133,Renata Alcántara,F,9.0,94.4,4.0,4.6,Bajo,,0
EST-4134,Raquel Cabezas,F,7.0,94.6,,4.3,Medio,,0
EST-4135,Mohamed Rozas Carrillo,F,10.0,100.0,4.4,5.0,Bajo,Arte,1
EST-4136,Moisés Arcos Tomé,M,9.0,91.4,4.1,4.1,Bajo,Ninguna,0
EST-4137,Pili Infante,F,9.0,93.7,4.3,4.4,,Deportes,0
EST-4138,Petrona Montserrat Roura,M,7.0,83.3,2.8,4.0,Medio-Bajo,Música,0
EST-4139,Angelina Prada,F,8.0,100.0,3.0,4.8,Medio-Bajo,Música,1
EST-4140,Caridad Moraleda Real,F,9.0,89.6,4.6,3.4,Bajo,Deportes,1
EST-4141,Antonio Llorente,M,8.0,96.6,3.7,3.8,Bajo-Bajo,Ninguna,0
EST-4142,Victor Cobo Jerez,M,7.0,94.5,4.2,5.0,Medio,Música,0
EST-4143,Isaac Miralles Cornejo,M,11.0,94.5,3.7,4.5,Medio-Bajo,Robótica,0
EST-4144,Marcio Vidal-Cervantes,F,8.0,99.0,4.0,3.9,Bajo-Bajo,Ninguna,0
EST-4145,Adelia Piñeiro,F,10.0,100.0,3.9,2.6,Medio-Bajo,,1
EST-4146,Baldomero Quintanilla Álvaro,F,8.0,96.3,3.2,5.0,Medio-Bajo,Ninguna,1
EST-4147,Amelia Porras-Marquez,M,8.0,98.3,4.6,3.5,Bajo,Música,0
EST-4148,Cayetana Céspedes Sastre,M,8.0,96.6,3.7,5.0,Bajo-Bajo,Ninguna,1
EST-4149,Fito de Lucena,F,8.0,100.0,4.6,4.4,Medio-Bajo,Música,1
EST-4150,Asunción Quesada Fuentes,F,9.0,92.7,4.5,2.9,Bajo-Bajo,Música,0
EST-4151,Bernardo Gabaldón Urrutia,M,9.0,100.0,3.3,5.0,Medio-Bajo,Arte,0
EST-4152,Clementina Mariño Arco,M,8.0,100.0,2.6,4.5,Bajo-Bajo,Música,0
EST-4153,Olivia Carrasco Bustamante,F,6.0,100.0,5.0,5.0,Medio-Bajo,Arte,0
EST-4154,Custodia Torrijos Belda,M,8.0,91.7,3.8,3.8,Bajo-Bajo,Ninguna,1
EST-4155,Aarón Lucio Bernal Martí,M,6.0,94.2,,4.9,Bajo,,0
EST-4156,Lourdes del Moll,M,6.0,96.2,5.0,2.2,Bajo,Ninguna,1
EST-4157,Ascensión del Soler,F,11.0,88.1,4.4,3.4,Bajo-Bajo,Deportes,0
EST-4158,Nando Ropero,F,9.0,100.0,4.0,2.9,Bajo,Robótica,1
EST-4159,Modesta Ainoa Camino Leiva,O,9.0,94.9,3.9,3.8,Bajo,Música,0
EST-4160,Fabricio Moll-Pacheco,F,8.0,96.4,3.0,4.7,Medio-Alto,Robótica,0
EST-4161,Chucho Escudero,F,11.0,92.1,5.0,3.4,Medio-Bajo,Ninguna,0
EST-4162,Custodio Bayona-Ferreras,M,9.0,88.4,4.6,4.8,Medio-Bajo,Deportes,1
EST-4163,Candelas Escobar Salcedo,F,10.0,92.0,3.8,3.3,Bajo,Arte,1
EST-4164,Zaira Roca Sotelo,M,8.0,96.1,2.7,4.9,Bajo,Ninguna,0
EST-4165,Victoriano Zabala Cadenas,F,11.0,98.4,2.4,5.0,Bajo-Bajo,Arte,0
EST-4166,Josep Salmerón Aguado,M,10.0,95.8,5.0,5.0,Medio-Bajo,Ninguna,0
EST-4167,Esperanza Lago Rincón,M,11.0,96.7,4.5,3.9,Bajo,Deportes,1
EST-4168,Ciro Montenegro Calderon,M,6.0,93.3,4.3,2.1,Medio-Bajo,Arte,0
EST-4169,Yolanda Palma Tenorio,M,7.0,97.5,3.0,4.6,Bajo,Ninguna,0
EST-4170,Isidro Gil Oliver,M,7.0,100.0,2.2,4.1,Medio-Alto,Robótica,0
EST-4171,Ruperta Caballero Márquez,M,7.0,98.5,5.0,3.2,Bajo-Bajo,Robótica,0
EST-4172,Cebrián Bueno,O,11.0,99.0,4.1,3.6,Bajo-Bajo,Robótica,0
EST-4173,Ariel Mínguez Mendez,M,6.0,96.5,5.0,5.0,Medio-Bajo,Deportes,1
EST-4174,Águeda del Buendía,F,6.0,87.5,3.4,2.8,Medio,Música,1
EST-4175,Omar Zamorano Alcalá,F,7.0,89.8,3.6,4.4,Medio-Bajo,Arte,1
EST-4176,Paula Busquets Robledo,O,7.0,97.3,4.9,4.2,Bajo-Bajo,Ninguna,0
EST-4177,Concha Rosell Vargas,F,7.0,94.9,4.9,3.8,Medio-Bajo,Música,0
EST-4178,Óscar Garzón Artigas,F,10.0,97.2,5.0,4.8,Medio,Robótica,1
EST-4179,Adelia Céspedes Fuente,M,9.0,100.0,3.6,5.0,,Arte,0
EST-4180,Itziar de Cortina,M,6.0,98.6,4.7,3.7,Bajo-Bajo,Ninguna,0
EST-4181,Tomás Vall Lara,M,8.0,100.0,5.0,4.0,Medio-Bajo,Arte,0
EST-4182,Regina Rios Chaparro,F,8.0,,3.9,4.8,Medio,Robótica,0
EST-4183,Adrián Guardiola Garcés,F,6.0,91.0,3.4,5.0,Medio-Bajo,Música,0
EST-4184,Amando Saavedra-Pera,M,9.0,94.7,5.0,4.1,Medio-Alto,Robótica,1
EST-4185,Cristian Barragán,M,10.0,91.0,3.6,3.9,Bajo-Bajo,Deportes,1
EST-4186,Carmelita Armida Uribe Mariscal,F,10.0,100.0,4.8,2.0,Medio-Bajo,Música,0
EST-4187,Concha Paz Puig Cornejo,M,10.0,99.0,3.9,3.4,Medio-Bajo,Música,0
EST-4188,Nacio Gallo,F,6.0,97.6,1.8,3.1,,Música,0
EST-4189,Cornelio Espinosa Valdés,F,11.0,100.0,5.0,4.9,Medio-Bajo,Robótica,0
EST-4190,Florencio Alfaro Mayol,F,10.0,84.9,1.4,3.5,Medio,Ninguna,1
EST-4191,Lorenza Palmer Rovira,F,11.0,97.9,1.6,3.9,Bajo,Deportes,0
EST-4192,Leandra Vazquez Lluch,F,6.0,88.4,4.1,3.7,Bajo-Bajo,Ninguna,0
EST-4193,Álvaro Bueno Pedro,F,11.0,,4.6,3.3,Bajo,Deportes,0
EST-4194,Erasmo Mosquera,F,10.0,93.4,3.6,5.0,Medio-Bajo,Música,1
EST-4195,Bernardino Higueras Ferrer,F,10.0,98.3,4.2,5.0,Bajo,Robótica,0
EST-4196,Abril Salom Neira,M,6.0,96.1,1.5,5.0,Medio-Bajo,Música,0
